sourcePostId,sourceUrl,publishedAt,origin,brand,model,year,trim,mileage,engine,powerHp,consumption,transmission,drive,safety,interior,damage,vin,auctionDate,estimatedBidUsd,priceRub,customsRub,lot,calculationDate,photos,rawText
2776,https://t.me/AutoWorld_Georgia/2776,2026-06-14T07:01:44+00:00,США,Hyundai,Kona,2025,SE,3200ml,"2,0l на 147HP",147.0,,CVT,передний FWD,"""завод",текстиль,"""незначительные""",KM8HA3AB7TU352938,15.06.2026,,1960000,,45078001,14.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 15.06
🌟
Hyundai Kona 06/25г.
🚙
✨
1️⃣
🤩
8️⃣
6️⃣
🔤
🔤
🔤
*
🔹
комплектация
SE
🔹
Пробег:
3200ml
👍
🔹
Двигатель:
2,0l на 147HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:
передний FWD
🔹
Безопасность:
""завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения
""незначительные""
📜
История автомобиля
👇
KM8HA3AB7TU352938
⚖️
🛎
Торги 15.06.2026г.
+- 8000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 1.96 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
425тыс.руб.
🔎
👹
45078001
расчёт 14.06.2026г.
💵
76"
2786,https://t.me/AutoWorld_Georgia/2786,2026-06-14T07:57:53+00:00,США,Hyundai,Kona,2025,SEL,3300ml,"2,0l на 147HP",147.0,,CVT,полный AWD,"""завод",текстиль,"""сзади""",KM8HBCAB9SU319063,15.06.2026,,2080000,,51812366,14.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 15.06
🌟
Hyundai Kona 04/25г.
🚙
✨
1️⃣
🤩
8️⃣
8️⃣
🔤
🔤
🔤
*
🔹
комплектация
SEL
🔹
Пробег:
3300ml
👍
🔹
Двигатель:
2,0l на 147HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:
полный AWD
🔹
Безопасность:
""завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения
""сзади""
📜
История автомобиля
👇
KM8HBCAB9SU319063
⚖️
🛎
Торги 15.06.2026г.
+- 8500
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2.08 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
425тыс.руб.
🔎
👾
51812366
расчёт 14.06.2026г.
💵
76
https://max.ru/c/-71046904611051/AZ7FJcUpKKo"
2796,https://t.me/AutoWorld_Georgia/2796,2026-06-14T10:35:38+00:00,США,Chevrolet,Trailblazer,2023,RS,36300ml,"1,3l на 155HP",155.0,,CVT,передний FWD,"""90% завод",кожа,"""незначительные""",KL79MTSLXPB127015,19.06.2026,,1820000,,44957053,14.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 19.06
🌟
Chevrolet Trailblazer 01/23г.
🚙
✨
1️⃣
🤩
7️⃣
2️⃣
🔤
🔤
🔤
*
🔹
комплектация
RS
🔹
Пробег:
36300ml
👍
🔹
Двигатель:
1,3l на 155HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод:
передний FWD
🔹
Безопасность:
""90% завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения
""незначительные""
📜
История автомобиля
👇
KL79MTSLXPB127015
⚖️
🛎
Торги 19.06.2026г.
BUY NOW
♦️
9⃣
3⃣
1⃣
1⃣
😀
Цена в России (с ремонтом) под
🔧
+- 1.82 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
201тыс.руб.
🔎
👹
44957053
расчёт 14.06.2026г.
💵
76
https://max.ru/c/-71046904611051/AZ7FuUskegg"
2806,https://t.me/AutoWorld_Georgia/2806,2026-06-14T11:14:04+00:00,США,Chevrolet,Trailblazer,2024,LT,55000ml,"1,3l на 155HP",155.0,,АКПП-9,полный АWD,"""завод",надежный текстиль,"""незначительные""",KL79MRSL1RB150351,16.06.2026,,1910000,,45012394,14.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 16.06
🌟
Chevrolet Trailblazer 01/24г.
🚙
✨
1️⃣
🤩
8️⃣
1️⃣
🔤
🔤
🔤
*
🔹
комплектация
LT
🔹
Пробег:
55000ml
👍
🔹
Двигатель:
1,3l на 155HP
🐎
💨
🔹
Коробка:
АКПП-9
❗️
🔹
Привод:
полный АWD
🔹
Безопасность:
""завод
""
🛡
🔹
Салон надежный текстиль
🛋
🔹
Повреждения
""незначительные""
📜
История автомобиля
👇
KL79MRSL1RB150351
⚖️
🛎
Торги 16.06.2026г.
BUY NOW
♦️
8⃣
1⃣
1⃣
1⃣
😀
Цена в России (с ремонтом) под
🔧
+- 1.91 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
370 тыс.руб.
🔎
👹
45012394
расчёт 14.06.2026г.
💵
76"
2816,https://t.me/AutoWorld_Georgia/2816,2026-06-14T12:50:02+00:00,США,GMC,SIERRA,2024,C1500 SLT,2200ml,"5,3l, на 355HP",355.0,,AКПП-10,полный АWD,"""",кожа,"""незначительные""",1GTPHDED6SZ182831,15.06.2026,,5500000,,53467066,14.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 15.06
🌟
GMC SIERRA 12/24г.
🚙
✨
5️⃣
🤩
3️⃣
3️⃣
🔤
🔤
🔤
*
🔹
комплектация
C1500 SLT
🔹
Пробег:
2200ml
👍
🔹
Двигатель:
5,3l, на 355HP
🐎
💨
🔹
Коробка:
AКПП-10
♦️
🔹
Привод:
полный АWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
🔹
Повреждения
""незначительные""
📜
История автомобиля
👇
1GTPHDED6SZ182831
⚖️
🛎
Торги 15.06.2026г.
+- 30000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 5,5 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
1950тыс.руб.
🔎
👾
53467066
расчёт 14.06.2026г.
💵
76
https://max.ru/c/-71046904611051/AZ7GMl-eV4o"
2826,https://t.me/AutoWorld_Georgia/2826,2026-06-17T11:40:20+00:00,США,,,2022,BASE,42500ml,"3,0l, на 335HP",335.0,,АКПП,полный AWD,"""",кожа,"""слева""",WP1AA2AY4PDA05561,18.06.2026,,8600000,,50704226,17.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 18.06
🌟
Porsche Cayenne
11/22г.
🚙
✨
8️⃣
🤩
3️⃣
8️⃣
🔤
🔤
🔤
*
🔹
комплектация
BASE
🔹
Пробег:
42500ml
👍
🔹
Двигатель:
3,0l, на 335HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
🔹
Повреждения
""слева""
📜
История автомобиля
👇
WP1AA2AY4PDA05561
⚖️
🛎
Торги 18.06.2026г.
+- 36000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 8,6 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
4,65млн.руб.
🔎
👾
50704226
расчёт 17.06.2026г.
💵
77
https://max.ru/c/-71046904611051/AZ7VYSwLMHs"
2836,https://t.me/AutoWorld_Georgia/2836,2026-06-17T12:05:05+00:00,США,,,2023,BASE,29400ml,"2,0l, на 261HP",261.0,,АКПП,полный AWD,"""",кожа,"""незначительные""",WP1AA2A5XRLB03718,18.06.2026,,5400000,,75949045,17.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 18.06
🌟
Porsche MACAN
08/23г.
🚙
✨
5️⃣
🤩
2️⃣
8️⃣
🔤
🔤
🔤
*
🔹
комплектация
BASE
🔹
Пробег:
29400ml
👍
🔹
Двигатель:
2,0l, на 261HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
🔹
Повреждения
""незначительные""
📜
История автомобиля
👇
WP1AA2A5XRLB03718
⚖️
🛎
Торги 18.06.2026г.
+- 27000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 5,4 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
2,31млн.руб.
🔎
👾
75949045
расчёт 17.06.2026г.
💵
77
https://max.ru/c/-71046904611051/AZ7VevjMDRw"
2846,https://t.me/AutoWorld_Georgia/2846,2026-06-20T10:45:27+00:00,США,,,2023,Xdrive40I,37400ml,"3,0l, на 335HP",335.0,,АКПП,полный AWD,"""",кожа,"""справа""",5UXCY6C03P9R26675,24.06.2026,,9000000,,45350326,20.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 24.06
🌟
BMW X6
01/23г.
🤩
🤩
✨
8️⃣
🤩
7️⃣
3️⃣
🔤
🔤
🔤
*
🔹
комплектация
Xdrive40I
🔹
Пробег:
37400ml
👍
🔹
Двигатель:
3,0l, на 335HP
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
🔹
Повреждения
""справа""
📜
История автомобиля
👇
5UXCY6C03P9R26675
⚖️
🛎
Торги 24.06.2026г.
BUY NOW
♦️
3⃣
8⃣
7⃣
5⃣
1⃣
😀
Цена в России (с ремонтом) под
🔧
+- 9,0 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
4,65млн.руб.
🔎
👹
45350326
расчёт 20.06.2026г.
💵
77
https://max.ru/c/-71046904611051/AZ7kpmCha-U"
2856,https://t.me/AutoWorld_Georgia/2856,2026-06-20T11:17:04+00:00,США,Mercedes-Benz,GLE Coupe,2023,AMG 53,39500ml,"3,0l, на 429HP",429.0,,AКПП-9,полный 4MATIC,"""",кожа,"""",4JGFD6BB8RA997834,22.06.2026,,10800000,,45212598,20.06.2026,,"👤
👤
👤
👤
👤
👤
👤
на 22.06
🌟
Mercedes-Benz GLE Coupe 05/23г.
🤩
🤩
✨
1️⃣
🔤
🤩
4️⃣
9️⃣
🔤
🔤
🔤
*
🔹
комплектация
AMG 53
🔹
Пробег:
39500ml
👍
🔹
Двигатель:
3,0l, на 429HP
🐎
💨
🔹
Коробка:
AКПП-9
🔹
Привод:
полный 4MATIC
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
🔹
Повреждения ""
справа
""
📜
История автомобиля
4JGFD6BB8RA997834
⚖️
🛎
Торги 22.06.2026г.
+- 55000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 10.8 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
5120 тыс.руб.
🔎
👹
45212598
расчёт 20.06.2026г.
💵
77
https://max.ru/c/-71046904611051/AZ7kwuA2bws"
2876,https://t.me/AutoWorld_Georgia/2876,2026-06-29T04:10:30+00:00,Грузия,KIA,FORTE,2022,LX,32600ml,"2,0l на 147HP",147.0,,CVT,передний  FWD,"""80% завод""",надёжный текстиль,,3KPF24AD2PE517783,,,,,,29.06.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
KIA FORTE 07/22г.
🚗
✨
1️⃣
🤩
8️⃣
1️⃣
🔤
🔤
🔤
🔹
комплектация LX
🔹
Пробег:  32600ml
👍
🔹
Двигатель: 2,0l на 147HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний  FWD
🔹
Безопасность ""80% завод""
🛡
🔹
Салон надёжный текстиль
🛋
📜
История автомобиля
👇
3KPF24AD2PE517783
🔎
2806ГТ0937
расчёт 29.06.2026г.
💵
82"
2893,https://t.me/AutoWorld_Georgia/2893,2026-07-05T12:28:45+00:00,Грузия,Nissan,Sentra,2023,SR Xtronic,45300км,"2,0l на 149HP",149.0,,CVT,передний  FWD,"""востановлена""",кожа,,3N1AB8DV9PY244266,,,,,,05.07.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/main-1790168713891-main-1-b78269a0.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168714907-other-2-9fc9678b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168715774-other-3-2065eb44.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168716663-other-4-db99253a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168717549-other-5-dbd6299a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168718797-other-6-355eaa80.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168720265-other-7-cbe8e26b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168721782-other-8-33477784.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168723123-other-9-fd98161a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2893/other-1790168724615-other-10-af0b3724.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Nissan Sentra 02/23г.
🚗
✨
2️⃣
🤩
1️⃣
9️⃣
🔤
🔤
🔤
🔹
комплектация SR Xtronic
🔹
Пробег:  45300км
👍
🔹
Двигатель: 2,0l на 149HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний  FWD
🔹
Безопасность ""востановлена""
🔹
Салон кожа
🛋
, камеры 360, люк, Bi-LED оптика
📜
История автомобиля
👇
3N1AB8DV9PY244266
🔎
САТ
расчёт 05.07.2026г.
💵
81"
2903,https://t.me/AutoWorld_Georgia/2903,2026-07-06T10:02:22+00:00,Грузия,Hyundai,Kona,2023,SEL,29700км,"2,0l на 147HP",147.0,,CVT,передний  FWD,"""завод""",надёжный текстиль,,KM8K62AB4PU060039,,,,,0572035,06.07.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/main-1790168725695-main-1-2fe6ecf1.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168727034-other-2-df5fdc20.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168728416-other-3-f454f894.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168729820-other-4-a82d3a6b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168730863-other-5-832d76bc.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168731422-other-6-60a72e18.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168732617-other-7-4bcde320.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168733675-other-8-7301e2d3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2903/other-1790168734297-other-9-49df1aa0.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Hyundai Kona 07/23г.
🚗
✨
1️⃣
🤩
9️⃣
9️⃣
🔤
🔤
🔤
🔹
комплектация SEL
🔹
Пробег:  29700км
👍
🔹
Двигатель: 2,0l на 147HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний  FWD
🔹
Безопасность ""завод""
🔹
Салон надёжный текстиль
🛋
📜
История автомобиля
👇
KM8K62AB4PU060039
🔎
АИАКГ0572035
расчёт 06.07.2026г.
💵
80"
2911,https://t.me/AutoWorld_Georgia/2911,2026-07-06T10:27:16+00:00,Грузия,Volkswagen,Jetta,2021,SEL,130000км,"1,4l на 147HP",147.0,,АКПП-8,передний  FWD,"""завод""",кожа,,3VWE57BU2MM077548,,,,,0670935,06.07.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/main-1790168735670-main-1-563ef282.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168737009-other-2-19f1126f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168738334-other-3-e5afaf33.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168739711-other-4-d0d5562e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168740720-other-5-e33f1f5a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168741911-other-6-3dc93ada.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168742911-other-7-fdff336c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168744112-other-8-890cb8ca.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168745331-other-9-52e3d2a6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2911/other-1790168745954-other-10-d4cb31c9.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Volkswagen Jetta 08/21г.
🚗
✨
1⃣
🤩
8⃣
1⃣
🔤
🔤
🔤
🔹
комплектация SEL
🔹
Пробег:  130000км
👍
🔹
Двигатель: 1,4l на 147HP
🐎
💨
🔹
Коробка: АКПП-8
🔹
Привод: передний  FWD
🔹
Безопасность ""завод""
🔹
Салон кожа
🛋
📜
История автомобиля
👇
3VWE57BU2MM077548
🔎
АИАКГ0670935
расчёт 06.07.2026г.
💵
80"
2920,https://t.me/AutoWorld_Georgia/2920,2026-07-06T18:56:16+00:00,США,на,,2007,Limited,62200ml,"2.5l, на 281HP",281.0,,РКПП - 8,полный AWD,"""",кожа,"""",5NTJEDAF6PH063652,07.07.2026,,3700000,,45236129,06.07.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/main-1790168746942-main-1-9ec8077e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168748050-other-2-530f8a9b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168748995-other-3-13dcb500.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168750550-other-4-2c6f74f9.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168751366-other-5-8aceff5d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168751858-other-6-86ec118d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168752686-other-7-9660fde6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168753534-other-8-240bf124.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168754174-other-9-7bf66d5b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-2920/other-1790168755002-other-10-0a02f98f.jpg,"👤
👤
👤
👤
👤
👤
👤
на 07.07
🌟
Hyundai Santa Cruz 02/23г.
✨
3️⃣
🤩
4️⃣
8️⃣
🔤
🔤
🔤
*
🔹
комплектация
Limited
🔹
Пробег:
62200ml
👍
🔹
Двигатель:
2.5l, на 281HP
🐎
💨
🔹
Коробка
: РКПП - 8
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон
кожа
🛋
цифровая панель, 2 ключа!!!
🔹
Повреждения ""
сзади
""
📜
История автомобиля
5NTJEDAF6PH063652
⚖️
🛎
Торги 07.07.2026г.
+- 9000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 3,7 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
1780 тыс.руб.
🔎
👹
45236129
расчёт 06.07.2026г.
💵
81
https://max.ru/c/-71046904611051/AZ84zT-Hfpc"
